merged_spelling,ipa,langid,spelling_pretrain,langid_pretrain
{geo}ციტრუსი,t͡s i tʼ r u s i,0,ციტრუსი,0
{geo}ციური,t͡s i u r i,0,ციური,0
{geo}ციფრული,t͡s i pʰ r u l i,0,ციფრული,0
{geo}ციცინათელა,t͡s i t͡s i n ɑ tʰ ɛ l ɑ,0,ციცინათელა,0
{geo}ციცქნა,t͡s i t͡s kʰ n ɑ,0,ციცქნა,0
{geo}ციხე,t͡s i x ɛ,0,ციხე,0
{geo}ციხესიმაგრე,t͡s i x ɛ s i m ɑ ɡ r ɛ,0,ციხესიმაგრე,0
{geo}ცნება,t͡s n ɛ b ɑ,0,ცნება,0
{geo}ცნობა,t͡s n ɔ b ɑ,0,ცნობა,0
{geo}ცნობილი,t͡s n ɔ b i l i,0,ცნობილი,0
{geo}ცოდვა,t͡s ɔ d v ɑ,0,ცოდვა,0
{geo}ცოდვილი,t͡s ɔ d v i l i,0,ცოდვილი,0
{geo}ცოლი,t͡s ɔ l i,0,ცოლი,0
{geo}ცოლისძმა,t͡s ɔ l i s d͡z m ɑ,0,ცოლისძმა,0
{geo}ცომი,t͡s ɔ m i,0,ცომი,0
{geo}ცოტათი,t͡s ɔ tʼ ɑ tʰ i,0,ცოტათი,0
{geo}ცოტამატა,t͡s ɔ tʼ ɑ m ɑ tʼ ɑ,0,ცოტამატა,0
{geo}ცოტაოდენი,t͡s ɔ tʼ ɑ ɔ d ɛ n i,0,ცოტაოდენი,0
{geo}ცოტას,t͡s ɔ tʼ ɑ s,0,ცოტას,0
{geo}ცოტნე,t͡s ɔ tʼ n ɛ,0,ცოტნე,0
{geo}ცოფი,t͡s ɔ pʰ i,0,ცოფი,0
{geo}ცოცხალი,t͡s ɔ t͡s x ɑ l i,0,ცოცხალი,0
{geo}ცოცხალმშობი,t͡s ɔ t͡s x ɑ l m ʃ ɔ b i,0,ცოცხალმშობი,0
{geo}ცოცხი,t͡s ɔ t͡s x i,0,ცოცხი,0
{geo}ცრემლი,t͡s r ɛ m l i,0,ცრემლი,0
{geo}ცრუდ,t͡s r u d,0,ცრუდ,0
{geo}ცრუმორწმუნე,t͡s r u m ɔ r t͡sʼ m u n ɛ,0,ცრუმორწმუნე,0
{geo}ცრურწმენა,t͡s r u r t͡sʼ m ɛ n ɑ,0,ცრურწმენა,0
{geo}ცუდად,t͡s u d ɑ d,0,ცუდად,0
{geo}ცხადად,t͡s x ɑ d ɑ d,0,ცხადად,0
{geo}ცხადი,t͡s x ɑ d i,0,ცხადი,0
{geo}ცხარე,t͡s x ɑ r ɛ,0,ცხარე,0
{geo}ცხედარი,t͡s x ɛ d ɑ r i,0,ცხედარი,0
{geo}ცხელი,t͡s x ɛ l i,0,ცხელი,0
{geo}ცხენზე,t͡s x ɛ n z ɛ,0,ცხენზე,0
{geo}ცხენი,t͡s x ɛ n i,0,ცხენი,0
{geo}ცხენოსნობა,t͡s x ɛ n ɔ s n ɔ b ɑ,0,ცხენოსნობა,0
{geo}ცხვარი,t͡s x v ɑ r i,0,ცხვარი,0
{geo}ცხვირი,t͡s x v i r i,0,ცხვირი,0
{geo}ცხვირსახოცი,t͡s x v i r s ɑ x ɔ t͡s i,0,ცხვირსახოცი,0
{geo}ცხიმი,t͡s x i m i,0,ცხიმი,0
{geo}ცხიმიანი,t͡s x i m i ɑ n i,0,ცხიმიანი,0
{geo}ცხინვალი,t͡s x i n v ɑ l i,0,ცხინვალი,0
{geo}ცხლად,t͡s x l ɑ d,0,ცხლად,0
{geo}ცხოველი,t͡s x ɔ v ɛ l i,0,ცხოველი,0
{geo}ცხოვრება,t͡s x ɔ v r ɛ b ɑ,0,ცხოვრება,0
{geo}ცხოვრებას,t͡s x ɔ v r ɛ b ɑ s,0,ცხოვრებას,0
{geo}ცხოვრებით,t͡s x ɔ v r ɛ b i tʰ,0,ცხოვრებით,0
{geo}ცხოვრების,t͡s x ɔ v r ɛ b i s,0,ცხოვრების,0
{geo}ცხოვრობს,t͡s x ɔ v r ɔ b s,0,ცხოვრობს,0
{geo}ცხრა,t͡s x r ɑ,0,ცხრა,0
{geo}ცხრამეტი,t͡s x r ɑ m ɛ tʼ i,0,ცხრამეტი,0
{geo}ცხრაჯერ,t͡s x r ɑ d͡ʒ ɛ r,0,ცხრაჯერ,0
{geo}ცხრილი,t͡s x r i l i,0,ცხრილი,0
{geo}ძაან,d͡z ɑ ɑ n,0,ძაან,0
{geo}ძაბავს,d͡z ɑ b ɑ v s,0,ძაბავს,0
{geo}ძალა,d͡z ɑ l ɑ,0,ძალა,0
{geo}ძალადობა,d͡z ɑ l ɑ d ɔ b ɑ,0,ძალადობა,0
{geo}ძალაუნებურად,d͡z ɑ l ɑ u n ɛ b u r ɑ d,0,ძალაუნებურად,0
{geo}ძალაუფლება,d͡z ɑ l ɑ u pʰ l ɛ b ɑ,0,ძალაუფლება,0
{geo}ძალზე,d͡z ɑ l z ɛ,0,ძალზე,0
{geo}ძალიან,d͡z ɑ l i ɑ n,0,ძალიან,0
{geo}ძალით,d͡z ɑ l i tʰ,0,ძალით,0
{geo}ძალისხმევა,d͡z ɑ l i s x m ɛ v ɑ,0,ძალისხმევა,0
{geo}ძალუძს,d͡z ɑ l u d͡z s,0,ძალუძს,0
{geo}ძამა,d͡z ɑ m ɑ,0,ძამა,0
{geo}ძამია,d͡z ɑ m i ɑ,0,ძამია,0
{geo}ძარა,d͡z ɑ r ɑ,0,ძარა,0
{geo}ძარღვი,d͡z ɑ r ɣ v i,0,ძარღვი,0
{geo}ძაფი,d͡z ɑ pʰ i,0,ძაფი,0
{geo}ძაღლი,d͡z ɑ ɣ l i,0,ძაღლი,0
{geo}ძახველი,d͡z ɑ x v ɛ l i,0,ძახველი,0
{geo}ძე,d͡z ɛ,0,ძე,0
{geo}ძებნა,d͡z ɛ b n ɑ,0,ძებნა,0
{geo}ძეგლი,d͡z ɛ ɡ l i,0,ძეგლი,0
{geo}ძელი,d͡z ɛ l i,0,ძელი,0
{geo}ძეხვი,d͡z ɛ x v i,0,ძეხვი,0
{geo}ძვალი,d͡z v ɑ l i,0,ძვალი,0
{geo}ძველად,d͡z v ɛ l ɑ d,0,ძველად,0
{geo}ძველებური,d͡z v ɛ l ɛ b u r i,0,ძველებური,0
{geo}ძველი,d͡z v ɛ l i,0,ძველი,0
{geo}ძვირად,d͡z v i r ɑ d,0,ძვირად,0
{geo}ძვრა,d͡z v r ɑ,0,ძვრა,0
{geo}ძია,d͡z i ɑ,0,ძია,0
{geo}ძიება,d͡z i ɛ b ɑ,0,ძიება,0
{geo}ძილი,d͡z i l i,0,ძილი,0
{geo}ძილის,d͡z i l i s,0,ძილის,0
{geo}ძირეულად,d͡z i r ɛ u l ɑ d,0,ძირეულად,0
{geo}ძირეული,d͡z i r ɛ u l i,0,ძირეული,0
{geo}ძირთეთრა,d͡z i r tʰ ɛ tʰ r ɑ,0,ძირთეთრა,0
{geo}ძირი,d͡z i r i,0,ძირი,0
{geo}ძირითადად,d͡z i r i tʰ ɑ d ɑ d,0,ძირითადად,0
{geo}ძირითადი,d͡z i r i tʰ ɑ d i,0,ძირითადი,0
{geo}ძირს,d͡z i r s,0,ძირს,0
{geo}ძირძველი,d͡z i r d͡z v ɛ l i,0,ძირძველი,0
{geo}ძიძა,d͡z i d͡z ɑ,0,ძიძა,0
{geo}ძიძიგური,d͡z i d͡z i ɡ u r i,0,ძიძიგური,0
{geo}ძლევამოსილად,d͡z l ɛ v ɑ m ɔ s i l ɑ d,0,ძლევამოსილად,0
{geo}ძლიერად,d͡z l i ɛ r ɑ d,0,ძლიერად,0
{geo}ძლიერი,d͡z l i ɛ r i,0,ძლიერი,0
{geo}ძმა,d͡z m ɑ,0,ძმა,0
{geo}ძმარი,d͡z m ɑ r i,0,ძმარი,0
{geo}ძმური,d͡z m u r i,0,ძმური,0
{geo}ძნელად,d͡z n ɛ l ɑ d,0,ძნელად,0
{geo}ძნელი,d͡z n ɛ l i,0,ძნელი,0
{geo}ძრავა,d͡z r ɑ v ɑ,0,ძრავა,0
{geo}ძრავი,d͡z r ɑ v i,0,ძრავი,0
{geo}ძროხა,d͡z r ɔ x ɑ,0,ძროხა,0
{geo}ძუკნა,d͡z u kʼ n ɑ,0,ძუკნა,0
{geo}ძუნწი,d͡z u n t͡sʼ i,0,ძუნწი,0
{geo}ძღვენი,d͡z ɣ v ɛ n i,0,ძღვენი,0
{geo}წააგო,t͡sʼ ɑ ɑ ɡ ɔ,0,წააგო,0
{geo}წაბლა,t͡sʼ ɑ b l ɑ,0,წაბლა,0
{geo}წაბლი,t͡sʼ ɑ b l i,0,წაბლი,0
{geo}წაბლისფერი,t͡sʼ ɑ b l i s pʰ ɛ r i,0,წაბლისფერი,0
{geo}წაგება,t͡sʼ ɑ ɡ ɛ b ɑ,0,წაგება,0
{geo}წავა,t͡sʼ ɑ v ɑ,0,წავა,0
{geo}წავალ,t͡sʼ ɑ v ɑ l,0,წავალ,0
{geo}წავედი,t͡sʼ ɑ v ɛ d i,0,წავედი,0
{geo}წავიდეს,t͡sʼ ɑ v i d ɛ s,0,წავიდეს,0
{geo}წაკითხვის,t͡sʼ ɑ kʼ i tʰ x v i s,0,წაკითხვის,0
{geo}წალიკა,t͡sʼ ɑ l i kʼ ɑ,0,წალიკა,0
{geo}წალკოტი,t͡sʼ ɑ l kʼ ɔ tʼ i,0,წალკოტი,0
{geo}წამალი,t͡sʼ ɑ m ɑ l i,0,წამალი,0
{geo}წამიერად,t͡sʼ ɑ m i ɛ r ɑ d,0,წამიერად,0
{geo}წამიერი,t͡sʼ ɑ m i ɛ r i,0,წამიერი,0
{geo}წამლავს,t͡sʼ ɑ m l ɑ v s,0,წამლავს,0
{geo}წამოვა,t͡sʼ ɑ m ɔ v ɑ,0,წამოვა,0
{geo}წამოვიდოდა,t͡sʼ ɑ m ɔ v i d ɔ d ɑ,0,წამოვიდოდა,0
{geo}წამოისვრის,t͡sʼ ɑ m ɔ i s v r i s,0,წამოისვრის,0
{geo}წამოწყება,t͡sʼ ɑ m ɔ t͡sʼ qʼ ɛ b ɑ,0,წამოწყება,0
{geo}წამყვანი,t͡sʼ ɑ m qʼ v ɑ n i,0,წამყვანი,0
{geo}წარბი,t͡sʼ ɑ r b i,0,წარბი,0
{geo}წარდგენა,t͡sʼ ɑ r d ɡ ɛ n ɑ,0,წარდგენა,0
{geo}წარმართობა,t͡sʼ ɑ r m ɑ r tʰ ɔ b ɑ,0,წარმართობა,0
{geo}წარმართული,t͡sʼ ɑ r m ɑ r tʰ u l i,0,წარმართული,0
{geo}წარმატება,t͡sʼ ɑ r m ɑ tʼ ɛ b ɑ,0,წარმატება,0
{geo}წარმატებულად,t͡sʼ ɑ r m ɑ tʼ ɛ b u l ɑ d,0,წარმატებულად,0
{geo}წარმატებული,t͡sʼ ɑ r m ɑ tʼ ɛ b u l i,0,წარმატებული,0
{geo}წარმოდგენა,t͡sʼ ɑ r m ɔ d ɡ ɛ n ɑ,0,წარმოდგენა,0
{geo}წარმოება,t͡sʼ ɑ r m ɔ ɛ b ɑ,0,წარმოება,0
{geo}წარმოებული,t͡sʼ ɑ r m ɔ ɛ b u l i,0,წარმოებული,0
{geo}წარმომავლობა,t͡sʼ ɑ r m ɔ m ɑ v l ɔ b ɑ,0,წარმომავლობა,0
{geo}წარმოსახვითი,t͡sʼ ɑ r m ɔ s ɑ x v i tʰ i,0,წარმოსახვითი,0
{geo}წარმოუდგენელი,t͡sʼ ɑ r m ɔ u d ɡ ɛ n ɛ l i,0,წარმოუდგენელი,0
{geo}წარმოუდგენლად,t͡sʼ ɑ r m ɔ u d ɡ ɛ n l ɑ d,0,წარმოუდგენლად,0
{geo}წარმოშობას,t͡sʼ ɑ r m ɔ ʃ ɔ b ɑ s,0,წარმოშობას,0
{geo}წარმოშობით,t͡sʼ ɑ r m ɔ ʃ ɔ b i tʰ,0,წარმოშობით,0
{geo}წარმოშობის,t͡sʼ ɑ r m ɔ ʃ ɔ b i s,0,წარმოშობის,0
{geo}წარსული,t͡sʼ ɑ r s u l i,0,წარსული,0
{geo}წარსულში,t͡sʼ ɑ r s u l ʃ i,0,წარსულში,0
{geo}წარუმატებელი,t͡sʼ ɑ r u m ɑ tʼ ɛ b ɛ l i,0,წარუმატებელი,0
{geo}წარჩინებული,t͡sʼ ɑ r t͡ʃ i n ɛ b u l i,0,წარჩინებული,0
{geo}წარწერა,t͡sʼ ɑ r t͡sʼ ɛ r ɑ,0,წარწერა,0
{geo}წასაკითხად,t͡sʼ ɑ s ɑ kʼ i tʰ x ɑ d,0,წასაკითხად,0
{geo}წასაკითხი,t͡sʼ ɑ s ɑ kʼ i tʰ x i,0,წასაკითხი,0
{geo}წასვლა,t͡sʼ ɑ s v l ɑ,0,წასვლა,0
{geo}წაშლა,t͡sʼ ɑ ʃ l ɑ,0,წაშლა,0
{geo}წებო,t͡sʼ ɛ b ɔ,0,წებო,0
{geo}წებოვანი,t͡sʼ ɛ b ɔ v ɑ n i,0,წებოვანი,0
{geo}წევრი,t͡sʼ ɛ v r i,0,წევრი,0
{geo}წევრობა,t͡sʼ ɛ v r ɔ b ɑ,0,წევრობა,0
{geo}წევს,t͡sʼ ɛ v s,0,წევს,0
{geo}წელი,t͡sʼ ɛ l i,0,წელი,0
{geo}წელიწადი,t͡sʼ ɛ l i t͡sʼ ɑ d i,0,წელიწადი,0
{geo}წელიწადის,t͡sʼ ɛ l i t͡sʼ ɑ d i s,0,წელიწადის,0
{geo}წერა,t͡sʼ ɛ r ɑ,0,წერა,0
{geo}წერია,t͡sʼ ɛ r i ɑ,0,წერია,0
{geo}წერო,t͡sʼ ɛ r ɔ,0,წერო,0
{geo}წეროვანი,t͡sʼ ɛ r ɔ v ɑ n i,0,წეროვანი,0
{geo}წერს,t͡sʼ ɛ r s,0,წერს,0
{geo}წერტილი,t͡sʼ ɛ r tʼ i l i,0,წერტილი,0
{geo}წესიერად,t͡sʼ ɛ s i ɛ r ɑ d,0,წესიერად,0
{geo}წესიერება,t͡sʼ ɛ s i ɛ r ɛ b ɑ,0,წესიერება,0
{geo}წესიერი,t͡sʼ ɛ s i ɛ r i,0,წესიერი,0
{geo}წესრიგი,t͡sʼ ɛ s r i ɡ i,0,წესრიგი,0
{geo}წეწავს,t͡sʼ ɛ t͡sʼ ɑ v s,0,წეწავს,0
{geo}წვა,t͡sʼ v ɑ,0,წვა,0
{geo}წვავს,t͡sʼ v ɑ v s,0,წვავს,0
{geo}წვერი,t͡sʼ v ɛ r i,0,წვერი,0
{geo}წვიმიანი,t͡sʼ v i m i ɑ n i,0,წვიმიანი,0
{geo}წვლილი,t͡sʼ v l i l i,0,წვლილი,0
{geo}წვრთნა,t͡sʼ v r tʰ n ɑ,0,წვრთნა,0
{geo}წვრილად,t͡sʼ v r i l ɑ d,0,წვრილად,0
{geo}წვრილი,t͡sʼ v r i l i,0,წვრილი,0
{geo}წვრილმანი,t͡sʼ v r i l m ɑ n i,0,წვრილმანი,0
{geo}წიგნაკი,t͡sʼ i ɡ n ɑ kʼ i,0,წიგნაკი,0
{geo}წიგნი,t͡sʼ i ɡ n i,0,წიგნი,0
{geo}წიგნიერება,t͡sʼ i ɡ n i ɛ r ɛ b ɑ,0,წიგნიერება,0
{geo}წიდა,t͡sʼ i d ɑ,0,წიდა,0
{geo}წითელა,t͡sʼ i tʰ ɛ l ɑ,0,წითელა,0
{geo}წითელი,t͡sʼ i tʰ ɛ l i,0,წითელი,0
{geo}წითური,t͡sʼ i tʰ u r i,0,წითური,0
{geo}წილი,t͡sʼ i l i,0,წილი,0
{geo}წინ,t͡sʼ i n,0,წინ,0
{geo}წინა,t͡sʼ i n ɑ,0,წინა,0
{geo}წინააღმდეგ,t͡sʼ i n ɑ ɑ ɣ m d ɛ ɡ,0,წინააღმდეგ,0
{geo}წინადღე,t͡sʼ i n ɑ d ɣ ɛ,0,წინადღე,0
{geo}წინათ,t͡sʼ i n ɑ tʰ,0,წინათ,0
{geo}წინამორბედი,t͡sʼ i n ɑ m ɔ r b ɛ d i,0,წინამორბედი,0
{geo}წინამძღვარი,t͡sʼ i n ɑ m d͡z ɣ v ɑ r i,0,წინამძღვარი,0
{geo}წინანდელი,t͡sʼ i n ɑ n d ɛ l i,0,წინანდელი,0
{geo}წინაპარი,t͡sʼ i n ɑ pʼ ɑ r i,0,წინაპარი,0
{geo}წინასწარ,t͡sʼ i n ɑ s t͡sʼ ɑ r,0,წინასწარ,0
{geo}წინასწარი,t͡sʼ i n ɑ s t͡sʼ ɑ r i,0,წინასწარი,0
{geo}წინაღობა,t͡sʼ i n ɑ ɣ ɔ b ɑ,0,წინაღობა,0
{geo}წინდაუხედავად,t͡sʼ i n d ɑ u x ɛ d ɑ v ɑ d,0,წინდაუხედავად,0
{geo}წინდაუხედავი,t͡sʼ i n d ɑ u x ɛ d ɑ v i,0,წინდაუხედავი,0
{geo}წინდახედულად,t͡sʼ i n d ɑ x ɛ d u l ɑ d,0,წინდახედულად,0
{geo}წინდახედული,t͡sʼ i n d ɑ x ɛ d u l i,0,წინდახედული,0
{geo}წინდებული,t͡sʼ i n d ɛ b u l i,0,წინდებული,0
{geo}წინკარი,t͡sʼ i n kʼ ɑ r i,0,წინკარი,0
{geo}წინსვლა,t͡sʼ i n s v l ɑ,0,წინსვლა,0
{geo}წინსწრება,t͡sʼ i n s t͡sʼ r ɛ b ɑ,0,წინსწრება,0
{geo}წიპწა,t͡sʼ i pʼ t͡sʼ ɑ,0,წიპწა,0
{geo}წისქვილი,t͡sʼ i s kʰ v i l i,0,წისქვილი,0
{geo}წიფელა,t͡sʼ i pʰ ɛ l ɑ,0,წიფელა,0
{geo}წიფელი,t͡sʼ i pʰ ɛ l i,0,წიფელი,0
{geo}წიწაკა,t͡sʼ i t͡sʼ ɑ kʼ ɑ,0,წიწაკა,0
{geo}წიწილა,t͡sʼ i t͡sʼ i l ɑ,0,წიწილა,0
{geo}წლისთავი,t͡sʼ l i s tʰ ɑ v i,0,წლისთავი,0
{geo}წმიდა,t͡sʼ m i d ɑ,0,წმიდა,0
{geo}წმინდა,t͡sʼ m i n d ɑ,0,წმინდა,0
{geo}წმინდად,t͡sʼ m i n d ɑ d,0,წმინდად,0
{geo}წნევა,t͡sʼ n ɛ v ɑ,0,წნევა,0
{geo}წოლა,t͡sʼ ɔ l ɑ,0,წოლა,0
{geo}წონასწორობა,t͡sʼ ɔ n ɑ s t͡sʼ ɔ r ɔ b ɑ,0,წონასწორობა,0
{geo}წრე,t͡sʼ r ɛ,0,წრე,0
{geo}წრფელი,t͡sʼ r pʰ ɛ l i,0,წრფელი,0
{geo}წუთი,t͡sʼ u tʰ i,0,წუთი,0
{geo}წუთისოფელი,t͡sʼ u tʰ i s ɔ pʰ ɛ l i,0,წუთისოფელი,0
{geo}წული,t͡sʼ u l i,0,წული,0
{geo}წუნი,t͡sʼ u n i,0,წუნი,0
{geo}წურავს,t͡sʼ u r ɑ v s,0,წურავს,0
{geo}წუწუნი,t͡sʼ u t͡sʼ u n i,0,წუწუნი,0
{geo}წუწურაქობა,t͡sʼ u t͡sʼ u r ɑ kʰ ɔ b ɑ,0,წუწურაქობა,0
{geo}წუხილი,t͡sʼ u x i l i,0,წუხილი,0
{geo}წყალბადი,t͡sʼ qʼ ɑ l b ɑ d i,0,წყალბადი,0
{geo}წყალდიდობა,t͡sʼ qʼ ɑ l d i d ɔ b ɑ,0,წყალდიდობა,0
{geo}წყალი,t͡sʼ qʼ ɑ l i,0,წყალი,0
{geo}წყალმა,t͡sʼ qʼ ɑ l m ɑ,0,წყალმა,0
{geo}წყალს,t͡sʼ qʼ ɑ l s,0,წყალს,0
{geo}წყალსადენი,t͡sʼ qʼ ɑ l s ɑ d ɛ n i,0,წყალსადენი,0
{geo}წყალქვეშა,t͡sʼ qʼ ɑ l kʰ v ɛ ʃ ɑ,0,წყალქვეშა,0
{geo}წყაროთი,t͡sʼ qʼ ɑ r ɔ tʰ i,0,წყაროთი,0
{geo}წყარომ,t͡sʼ qʼ ɑ r ɔ m,0,წყარომ,0
{geo}წყევლა,t͡sʼ qʼ ɛ v l ɑ,0,წყევლა,0
{geo}წყევლის,t͡sʼ qʼ ɛ v l i s,0,წყევლის,0
{geo}წყენა,t͡sʼ qʼ ɛ n ɑ,0,წყენა,0
{geo}წყენია,t͡sʼ qʼ ɛ n i ɑ,0,წყენია,0
{geo}წყენით,t͡sʼ qʼ ɛ n i tʰ,0,წყენით,0
{geo}წყეული,t͡sʼ qʼ ɛ u l i,0,წყეული,0
{geo}წყვილი,t͡sʼ qʼ v i l i,0,წყვილი,0
{geo}წყლიანი,t͡sʼ qʼ l i ɑ n i,0,წყლიანი,0
{geo}წყლით,t͡sʼ qʼ l i tʰ,0,წყლით,0
{geo}წყლის,t͡sʼ qʼ l i s,0,წყლის,0
{geo}წყლულები,t͡sʼ qʼ l u l ɛ b i,0,წყლულები,0
{geo}წყლული,t͡sʼ qʼ l u l i,0,წყლული,0
{geo}წყლულიანი,t͡sʼ qʼ l u l i ɑ n i,0,წყლულიანი,0
{geo}წყნარად,t͡sʼ qʼ n ɑ r ɑ d,0,წყნარად,0
{geo}წყნარი,t͡sʼ qʼ n ɑ r i,0,წყნარი,0
{geo}წყობა,t͡sʼ qʼ ɔ b ɑ,0,წყობა,0
{geo}წყურვილი,t͡sʼ qʼ u r v i l i,0,წყურვილი,0
{geo}წყურვილით,t͡sʼ qʼ u r v i l i tʰ,0,წყურვილით,0
{geo}ჭა,t͡ʃʼ ɑ,0,ჭა,0
{geo}ჭაბუკი,t͡ʃʼ ɑ b u kʼ i,0,ჭაბუკი,0
{geo}ჭაბურღილი,t͡ʃʼ ɑ b u r ɣ i l i,0,ჭაბურღილი,0
{geo}ჭადარი,t͡ʃʼ ɑ d ɑ r i,0,ჭადარი,0
{geo}ჭადრაკი,t͡ʃʼ ɑ d r ɑ kʼ i,0,ჭადრაკი,0
{geo}ჭავლი,t͡ʃʼ ɑ v l i,0,ჭავლი,0
{geo}ჭავჭავაძე,t͡ʃʼ ɑ v t͡ʃʼ ɑ v ɑ d͡z ɛ,0,ჭავჭავაძე,0
{geo}ჭალა,t͡ʃʼ ɑ l ɑ,0,ჭალა,0
{geo}ჭალი,t͡ʃʼ ɑ l i,0,ჭალი,0
{geo}ჭამა,t͡ʃʼ ɑ m ɑ,0,ჭამა,0
{geo}ჭამს,t͡ʃʼ ɑ m s,0,ჭამს,0
{geo}ჭანჭიკი,t͡ʃʼ ɑ n t͡ʃʼ i kʼ i,0,ჭანჭიკი,0
{geo}ჭაობი,t͡ʃʼ ɑ ɔ b i,0,ჭაობი,0
{geo}ჭარბად,t͡ʃʼ ɑ r b ɑ d,0,ჭარბად,0
{geo}ჭარბი,t͡ʃʼ ɑ r b i,0,ჭარბი,0
{geo}ჭარხალი,t͡ʃʼ ɑ r x ɑ l i,0,ჭარხალი,0
{geo}ჭაღარა,t͡ʃʼ ɑ ɣ ɑ r ɑ,0,ჭაღარა,0
{geo}ჭაღი,t͡ʃʼ ɑ ɣ i,0,ჭაღი,0
{geo}ჭაჭა,t͡ʃʼ ɑ t͡ʃʼ ɑ,0,ჭაჭა,0
{geo}ჭეშმარიტად,t͡ʃʼ ɛ ʃ m ɑ r i tʼ ɑ d,0,ჭეშმარიტად,0
{geo}ჭეშმარიტება,t͡ʃʼ ɛ ʃ m ɑ r i tʼ ɛ b ɑ,0,ჭეშმარიტება,0
{geo}ჭეშმარიტი,t͡ʃʼ ɛ ʃ m ɑ r i tʼ i,0,ჭეშმარიტი,0
{geo}ჭვავი,t͡ʃʼ v ɑ v i,0,ჭვავი,0
{geo}ჭვინტი,t͡ʃʼ v i n tʼ i,0,ჭვინტი,0
{geo}ჭი,t͡ʃʼ i,0,ჭი,0
{geo}ჭია,t͡ʃʼ i ɑ,0,ჭია,0
{geo}ჭიანჭველამ,t͡ʃʼ i ɑ n t͡ʃʼ v ɛ l ɑ m,0,ჭიანჭველამ,0
{geo}ჭიაყელა,t͡ʃʼ i ɑ qʼ ɛ l ɑ,0,ჭიაყელა,0
{geo}ჭიდაობა,t͡ʃʼ i d ɑ ɔ b ɑ,0,ჭიდაობა,0
{geo}ჭიკარტი,t͡ʃʼ i kʼ ɑ r tʼ i,0,ჭიკარტი,0
{geo}ჭინკა,t͡ʃʼ i n kʼ ɑ,0,ჭინკა,0
{geo}ჭირვეული,t͡ʃʼ i r v ɛ u l i,0,ჭირვეული,0
{geo}ჭირი,t͡ʃʼ i r i,0,ჭირი,0
{geo}ჭიქა,t͡ʃʼ i kʰ ɑ,0,ჭიქა,0
{geo}ჭიშკარი,t͡ʃʼ i ʃ kʼ ɑ r i,0,ჭიშკარი,0
{geo}ჭკუა,t͡ʃʼ kʼ u ɑ,0,ჭკუა,0
{geo}ჭო,t͡ʃʼ ɔ,0,ჭო,0
{geo}ჭრა,t͡ʃʼ r ɑ,0,ჭრა,0
{geo}ჭრელი,t͡ʃʼ r ɛ l i,0,ჭრელი,0
{geo}ჭრიალით,t͡ʃʼ r i ɑ l i tʰ,0,ჭრიალით,0
{geo}ჭრილი,t͡ʃʼ r i l i,0,ჭრილი,0
{geo}ჭრილობა,t͡ʃʼ r i l ɔ b ɑ,0,ჭრილობა,0
{geo}ჭრიჭინა,t͡ʃʼ r i t͡ʃʼ i n ɑ,0,ჭრიჭინა,0
{geo}ჭუპრი,t͡ʃʼ u pʼ r i,0,ჭუპრი,0
{geo}ჭურვი,t͡ʃʼ u r v i,0,ჭურვი,0
{geo}ჭურჭელი,t͡ʃʼ u r t͡ʃʼ ɛ l i,0,ჭურჭელი,0
{geo}ჭუჭყი,t͡ʃʼ u t͡ʃʼ qʼ i,0,ჭუჭყი,0
{geo}ჭუჭყიანი,t͡ʃʼ u t͡ʃʼ qʼ i ɑ n i,0,ჭუჭყიანი,0
{geo}ჭყაპი,t͡ʃʼ qʼ ɑ pʼ i,0,ჭყაპი,0
{geo}ხაბაზი,x ɑ b ɑ z i,0,ხაბაზი,0
{geo}ხავერდი,x ɑ v ɛ r d i,0,ხავერდი,0
{geo}ხავერდოვანი,x ɑ v ɛ r d ɔ v ɑ n i,0,ხავერდოვანი,0
{geo}ხავსი,x ɑ v s i,0,ხავსი,0
{geo}ხაზგასმით,x ɑ z ɡ ɑ s m i tʰ,0,ხაზგასმით,0
{geo}ხაზი,x ɑ z i,0,ხაზი,0
{geo}ხაზინა,x ɑ z i n ɑ,0,ხაზინა,0
{geo}ხათრიძე,x ɑ tʰ r i d͡z ɛ,0,ხათრიძე,0
{geo}ხალათი,x ɑ l ɑ tʰ i,0,ხალათი,0
{geo}ხალასი,x ɑ l ɑ s i,0,ხალასი,0
{geo}ხალი,x ɑ l i,0,ხალი,0
{geo}ხალიფა,x ɑ l i pʰ ɑ,0,ხალიფა,0
{geo}ხალხად,x ɑ l x ɑ d,0,ხალხად,0
{geo}ხალხი,x ɑ l x i,0,ხალხი,0
{geo}ხალხით,x ɑ l x i tʰ,0,ხალხით,0
{geo}ხალხის,x ɑ l x i s,0,ხალხის,0
{geo}ხალხმა,x ɑ l x m ɑ,0,ხალხმა,0
{geo}ხალხს,x ɑ l x s,0,ხალხს,0
{geo}ხან,x ɑ n,0,ხან,0
{geo}ხანა,x ɑ n ɑ,0,ხანა,0
{geo}ხანგრძლივი,x ɑ n ɡ r d͡z l i v i,0,ხანგრძლივი,0
{geo}ხანგრძლივობა,x ɑ n ɡ r d͡z l i v ɔ b ɑ,0,ხანგრძლივობა,0
{geo}ხანდაზმული,x ɑ n d ɑ z m u l i,0,ხანდაზმული,0
{geo}ხანდახან,x ɑ n d ɑ x ɑ n,0,ხანდახან,0
{geo}ხანი,x ɑ n i,0,ხანი,0
